id,DEPARTAMENTO,MUNICIPIO_ID,CODIGO_DANE_MUNICIPIO,mpio,TITULO,CAPITULO,ARTICULO,AÑO_ACTUACION
150,VALLE DEL CAUCA,616,76616,RIOFRIO,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,VOTO FRAUDULENTO ART. 391 C.P,2008
151,VALLE DEL CAUCA,248,76248,EL CERRITO,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,VOTO FRAUDULENTO ART. 391 C.P,2010
152,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2016
153,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2011
154,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
155,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
156,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
157,ANTIOQUIA,1,5001,MEDELLIN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2015
158,CALDAS,446,17446,MARULANDA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2014
159,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2015
160,BOYACA,693,15693,SANTA ROSA DE VITERBO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2015
161,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2013
162,ANTIOQUIA,1,5001,MEDELLIN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2010
163,CALDAS,380,17380,LA DORADA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2010
164,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2009
165,ANTIOQUIA,1,5001,MEDELLIN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2011
166,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
167,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2010
168,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
169,RISARALDA,1,66001,PEREIRA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
170,CALDAS,272,17272,FILADELFIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA USURPACION Y ABUSO DE FUNCIONES PUBLICAS,ABUSO DE FUNCION PUBLICA ART. 428 C.P.,2014
171,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
172,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
173,BOYACA,238,15238,DUITAMA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2017
174,SANTANDER,81,68081,BARRANCABERMEJA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2016
175,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
176,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
177,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
178,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
179,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
180,CALDAS,873,17873,VILLAMARIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2012
181,CALDAS,614,17614,RIOSUCIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2015
182,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2012
183,SANTANDER,276,68276,FLORIDABLANCA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
184,SANTANDER,1,68001,BUCARAMANGA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
185,CUNDINAMARCA,572,25572,PUERTO SALGAR,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2017
186,VALLE DEL CAUCA,147,76147,CARTAGO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
187,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2014
188,BOYACA,176,15176,CHIQUINQUIRA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
189,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
190,ANTIOQUIA,88,5088,BELLO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2008
191,QUINDIO,1,63001,ARMENIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2012
192,QUINDIO,130,63130,CALARCA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
193,SANTANDER,406,68406,LEBRIJA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2014
194,SANTANDER,418,68418,LOS SANTOS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2010
195,VALLE DEL CAUCA,318,76318,GUACARI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2010
196,ANTIOQUIA,893,5893,YONDO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2016
197,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2014
198,RISARALDA,170,66170,DOSQUEBRADAS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2009
199,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
200,RISARALDA,170,66170,DOSQUEBRADAS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
201,RISARALDA,170,66170,DOSQUEBRADAS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
202,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
203,VALLE DEL CAUCA,828,76828,TRUJILLO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2016
204,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2010
205,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
206,VALLE DEL CAUCA,869,76869,VIJES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO IMPROPIO ART. 406 C.P.,2013
207,VALLE DEL CAUCA,1,76001,CALI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2010
208,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2008
209,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
210,CALDAS,873,17873,VILLAMARIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
211,ANTIOQUIA,1,5001,MEDELLIN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
212,CALDAS,1,17001,MANIZALES,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,"DEL ACAPARAMIENTO, LA ESPECULACION Y OTRAS INFRACCIONES",EVASION FISCAL ART. 313 C.P.,2009
213,BOYACA,183,15183,CHITA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2010
214,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2008
215,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
216,SANTANDER,190,68190,CIMITARRA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
217,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2011
218,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2012
219,CAQUETA,1,18001,FLORENCIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
220,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
221,ANTIOQUIA,154,5154,CAUCASIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2017
222,META,1,50001,VILLAVICENCIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2015
223,CAQUETA,1,18001,FLORENCIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
224,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
225,HUILA,551,41551,PITALITO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
226,CAUCA,622,19622,ROSAS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2008
227,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
228,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
229,TOLIMA,168,73168,CHAPARRAL,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2010
230,ANTIOQUIA,697,5697,EL SANTUARIO,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,2008
231,META,1,50001,VILLAVICENCIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
232,NARIÑO,1,52001,PASTO,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,2009
233,CAUCA,532,19532,PATIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL ENRIQUECIMIENTO ILICITO,ENRIQUECIMIENTO ILICITO ART. 412 C.P.,2008
234,NARIÑO,356,52356,IPIALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2011
235,META,1,50001,VILLAVICENCIO,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2008
236,CAUCA,212,19212,CORINTO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2008
237,TOLIMA,268,73268,ESPINAL,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
238,HUILA,26,41026,ALTAMIRA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2016
239,ANTIOQUIA,686,5686,SANTA ROSA DE OSOS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
240,ANTIOQUIA,234,5234,DABEIBA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2008
241,CAUCA,1,19001,POPAYAN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
242,TOLIMA,854,73854,VALLE DE SAN JUAN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2016
243,CUNDINAMARCA,290,25290,FUSAGASUGA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
244,NARIÑO,1,52001,PASTO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL TRAFICO DE INFLUENCIAS,TRAFICO DE INFLUENCIAS DE SERVIDOR PUBLICO ART. 411 C.P.,2017
245,NARIÑO,1,52001,PASTO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
246,HUILA,530,41530,PALESTINA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2016
247,NORTE DE SANTANDER,405,54405,LOS PATIOS,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2011
248,TOLIMA,268,73268,ESPINAL,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
249,CAQUETA,94,18094,BELEN DE LOS ANDAQUIES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2008
250,CAQUETA,1,18001,FLORENCIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2012
251,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
252,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
253,CESAR,1,20001,VALLEDUPAR,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
254,HUILA,551,41551,PITALITO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2010
255,CUNDINAMARCA,754,25754,SOACHA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
256,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2010
257,CAUCA,318,19318,GUAPI,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
258,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2010
259,BOLIVAR,1,13001,CARTAGENA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2013
260,AMAZONAS,1,91001,LETICIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
261,SUCRE,1,70001,SINCELEJO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
262,NARIÑO,1,52001,PASTO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
263,CAQUETA,205,18205,CURILLO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
264,CHOCO,75,27075,BAHIA SOLANO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
265,MAGDALENA,1,47001,SANTA MARTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2009
266,BOLIVAR,1,13001,CARTAGENA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2015
267,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2015
268,ANTIOQUIA,615,5615,RIONEGRO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
269,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
270,NARIÑO,1,52001,PASTO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2013
271,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2015
272,TOLIMA,408,73408,LERIDA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2017
273,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
274,HUILA,1,41001,NEIVA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2014
275,CESAR,1,20001,VALLEDUPAR,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
276,ATLANTICO,1,8001,BARRANQUILLA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
277,MAGDALENA,245,47245,EL BANCO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
278,HUILA,660,41660,SALADOBLANCO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
279,META,1,50001,VILLAVICENCIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
280,META,1,50001,VILLAVICENCIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2013
281,TOLIMA,624,73624,ROVIRA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
282,ANTIOQUIA,579,5579,PUERTO BERRIO,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2011
283,TOLIMA,1,73001,IBAGUE,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
284,CUNDINAMARCA,645,25645,SAN ANTONIO DEL TEQUENDAMA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
285,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2009
286,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DEL LAVADO DE ACTIVOS,LAVADO DE ACTIVOS ART. 323 C.P.,2016
287,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
288,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
289,CALDAS,1,17001,MANIZALES,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2009
290,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PECULADO,PECULADO POR APROPIACION ART. 397 C.P.,2012
291,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
292,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2008
293,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2016
294,ANTIOQUIA,1,5001,MEDELLIN,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL PREVARICATO,PREVARICATO POR ACCION ART. 413 C.P.,2016
295,QUINDIO,1,63001,ARMENIA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2009
296,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CONCUSION,CONCUSION ART. 404 C.P.,2013
297,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DEL COHECHO,COHECHO POR DAR U OFRECER ART. 407 C.P.,2008
298,BOGOTA,1,11001,BOGOTA,DELITOS CONTRA LA ADMINISTRACION DE PUBLICA,DE LA CELEBRACION INDEBIDA DE CONTRATOS,CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.,2015
299,BOYACA,1,15001,TUNJA,DELITOS CONTRA EL ORDEN ECONOMICO SOCIAL,DE LOS DELITOS CONTRA EL SISTEMA FINANCIERO,CAPTACION MASIVA Y HABITUAL DE DINEROS ART. 316 C.P.,2013
